MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,IsRemod,BltRemodDiff,BsmtUnfRatio,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
20,50.0,6000,1,1,3,3,0,2,5,5,1948,1950,0,12,13,0.0,3,4,1,4,4,3,0,104.0,1,169.0,516.0,789.0,0,1,789,0,0,789,0.0,0.0,1,0,2,1,3,5,6,0,3,1948.0,3,1.0,250.0,5,5,2,0,0,0,0,0,0,3,4,0,4,2008,1,2,0.6539923954372624,1578.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,115000
50,85.0,8500,1,1,3,3,0,0,5,7,1919,2005,0,5,5,0.0,3,4,1,4,4,3,6,0.0,6,0.0,793.0,793.0,4,0,997,520,0,1517,0.0,0.0,2,0,3,1,1,7,6,0,3,0.0,1,0.0,0.0,3,3,0,0,0,144,0,0,0,3,4,0,8,2007,1,86,1.0,2310.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,115000
20,105.0,11751,1,1,0,3,0,2,6,6,1977,1977,0,9,10,480.0,3,4,1,2,4,3,1,705.0,6,0.0,1139.0,1844.0,0,1,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,6,1,5,1977.0,2,2.0,546.0,5,5,2,0,122,0,0,0,0,3,2,0,1,2010,0,0,0.6176789587852495,3688.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,190000
50,75.0,9525,1,1,3,3,0,0,6,4,1954,1972,0,13,14,0.0,3,4,1,4,0,3,5,444.0,6,0.0,550.0,994.0,2,1,1216,639,0,1855,0.0,0.0,2,0,4,1,3,7,6,0,3,1954.0,3,1.0,325.0,5,5,2,182,0,0,0,0,0,3,4,0,10,2006,1,18,0.5533199195171026,2849.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,136900
80,65.0,7750,1,1,0,3,0,7,7,5,2000,2000,0,12,13,0.0,3,4,2,2,4,3,2,250.0,6,0.0,134.0,384.0,0,1,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,6,1,5,2000.0,0,2.0,400.0,5,5,2,180,0,0,0,0,0,3,4,0,4,2010,0,0,0.3489583333333333,1814.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180000
60,77.0,9965,1,1,3,3,0,5,7,5,2007,2007,0,12,13,220.0,2,4,2,0,4,0,2,984.0,6,0.0,280.0,1264.0,0,1,1282,1414,0,2696,1.0,0.0,2,1,4,1,0,10,6,1,2,2007.0,0,3.0,792.0,5,5,2,120,184,0,0,168,0,3,4,0,10,2007,0,0,0.22151898734177214,3960.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,383970
20,74.0,21000,1,1,3,0,0,2,6,5,1953,1953,0,13,14,184.0,3,2,1,2,4,2,0,35.0,5,869.0,905.0,1809.0,4,1,2259,0,0,2259,1.0,0.0,2,0,3,1,2,7,6,2,2,1953.0,3,2.0,450.0,5,5,2,166,120,192,0,0,0,3,2,0,10,2007,0,0,0.5002763957987839,4068.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,217000
70,61.0,7259,1,1,0,3,1,5,6,8,1945,2002,0,13,14,0.0,3,4,1,4,4,3,0,774.0,3,150.0,104.0,1028.0,0,1,1436,884,0,2320,1.0,0.0,2,1,3,1,2,9,6,1,5,1945.0,3,1.0,180.0,5,5,2,224,0,0,0,0,0,3,2,0,7,2007,1,57,0.10116731517509728,3348.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,259500
160,34.0,3230,1,2,3,3,0,5,6,5,1999,1999,0,8,8,1129.0,3,4,2,2,4,3,2,419.0,6,0.0,310.0,729.0,2,1,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,6,1,1,1999.0,3,2.0,440.0,5,5,2,0,32,0,0,0,0,3,4,0,6,2007,0,0,0.4252400548696845,2187.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,176000
20,71.0,11616,1,1,3,3,0,2,5,5,1962,1962,0,13,14,116.0,3,4,1,4,4,3,3,170.0,1,670.0,252.0,1092.0,4,1,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,6,1,4,1962.0,3,1.0,288.0,5,5,2,0,20,144,0,0,0,3,4,0,9,2009,0,0,0.23076923076923078,2184.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,139000
20,74.0,8536,1,1,3,3,0,2,5,5,2006,2007,0,12,13,0.0,3,4,2,2,4,3,6,0.0,6,0.0,1125.0,1125.0,2,1,1125,0,0,1125,0.0,0.0,1,1,2,1,3,5,6,0,3,2007.0,3,2.0,430.0,5,5,2,80,64,0,0,0,0,3,4,0,4,2007,1,1,1.0,2250.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,155000
60,90.0,12376,1,1,3,3,0,5,7,5,1990,1990,0,9,10,0.0,3,4,2,2,4,2,2,1470.0,6,0.0,203.0,1673.0,2,1,1699,1523,0,3222,1.0,0.0,3,0,5,1,2,11,6,2,5,1990.0,3,3.0,594.0,5,5,2,367,0,0,0,0,0,3,4,0,5,2010,0,0,0.12133891213389121,4895.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,320000
60,65.0,8461,1,1,3,3,0,5,6,5,2005,2006,0,12,13,0.0,2,4,2,2,4,3,6,0.0,6,0.0,728.0,728.0,0,1,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,6,1,2,2005.0,0,2.0,390.0,5,5,2,0,24,0,0,0,0,3,4,0,7,2006,1,1,1.0,2184.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,163990
80,80.0,21453,1,1,0,2,2,7,6,5,1969,1969,2,9,10,0.0,3,4,1,4,4,1,0,938.0,6,0.0,0.0,938.0,0,1,988,0,0,988,1.0,0.0,1,0,1,1,3,4,6,2,5,1969.0,3,2.0,540.0,5,5,2,0,130,0,130,0,0,3,4,0,10,2006,0,0,0.0,1926.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180000
50,50.0,6060,1,1,3,3,0,0,4,5,1939,1950,0,0,0,0.0,3,4,2,4,4,3,6,0.0,6,0.0,732.0,732.0,2,1,772,351,0,1123,0.0,0.0,1,0,3,1,3,4,6,0,3,1979.0,3,1.0,264.0,5,5,1,0,0,140,0,0,0,3,2,0,6,2007,1,11,1.0,1855.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,100000
20,75.0,9464,1,1,3,3,0,2,6,7,1958,1958,0,8,8,135.0,3,2,1,4,4,3,1,570.0,6,0.0,510.0,1080.0,2,1,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,6,0,3,1958.0,3,1.0,288.0,5,5,2,0,0,0,0,130,0,3,4,0,6,2008,0,0,0.4722222222222222,2160.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,136000
120,55.0,7892,1,1,3,3,0,2,6,5,1993,1993,0,9,10,0.0,2,4,2,2,4,3,2,300.0,6,0.0,899.0,1199.0,0,1,1199,0,0,1199,0.0,0.0,2,0,2,1,2,5,6,0,3,1993.0,2,2.0,530.0,5,5,2,0,63,0,0,0,0,3,4,0,3,2008,0,0,0.749791492910759,2398.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,153900
20,48.0,17043,1,1,0,3,0,2,6,5,1979,1998,0,6,6,0.0,3,2,1,2,0,3,6,0.0,6,0.0,1362.0,1362.0,4,1,1586,0,0,1586,0.0,0.0,2,0,3,1,3,7,6,1,5,1979.0,3,2.0,435.0,5,5,2,192,0,0,0,0,0,3,4,0,1,2009,1,19,1.0,2948.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,181000
190,60.0,6780,1,1,3,3,0,0,6,8,1935,1982,0,13,14,0.0,3,1,1,4,4,0,2,490.0,6,0.0,30.0,520.0,2,0,520,0,234,754,1.0,0.0,1,0,2,1,3,5,6,0,3,0.0,1,0.0,0.0,3,3,0,53,0,0,0,0,0,3,4,0,6,2006,1,47,0.057692307692307696,1040.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,84500
120,24.0,4928,1,1,0,3,0,2,6,5,1976,1976,0,9,10,0.0,3,4,1,2,4,3,0,120.0,6,0.0,958.0,1078.0,4,1,958,0,0,958,0.0,0.0,2,0,2,1,3,5,6,1,5,1977.0,2,2.0,440.0,5,5,2,0,205,0,0,0,0,3,4,0,2,2007,0,0,0.8886827458256029,2036.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,128000
45,55.0,4388,1,1,0,0,0,1,5,7,1930,1950,0,14,14,0.0,3,2,0,4,4,3,3,116.0,6,0.0,556.0,672.0,0,1,840,0,0,840,0.0,0.0,1,0,3,1,3,5,6,1,5,0.0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,3,4,0,6,2007,1,20,0.8273809523809523,1512.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,87000
60,69.0,7590,1,1,3,3,0,5,6,5,1966,1966,0,12,13,266.0,3,4,1,4,4,3,1,512.0,6,0.0,148.0,660.0,4,1,660,688,0,1348,0.0,0.0,1,1,3,1,3,6,6,1,1,1966.0,2,2.0,453.0,5,5,2,188,108,0,0,0,0,3,4,0,7,2006,0,0,0.22424242424242424,2008.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,155000
20,69.0,8973,1,1,3,3,0,2,5,7,1958,1991,0,9,10,85.0,3,4,1,4,4,3,5,567.0,1,28.0,413.0,1008.0,4,1,1053,0,0,1053,0.0,1.0,1,1,3,1,0,6,6,0,3,1998.0,2,2.0,750.0,5,5,2,0,80,0,180,0,0,3,3,0,7,2006,1,33,0.4097222222222222,2061.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,150000
60,88.0,14200,1,1,3,3,0,5,7,6,1966,1966,0,8,8,309.0,3,4,1,4,4,3,5,445.0,6,0.0,479.0,924.0,0,1,1216,941,0,2157,0.0,0.0,2,1,4,1,2,8,6,2,2,1966.0,0,2.0,487.0,5,5,2,105,66,0,0,0,0,3,0,0,5,2006,0,0,0.5183982683982684,3081.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,226000
60,65.0,12224,1,1,0,3,0,5,6,5,2000,2000,0,12,13,40.0,2,4,2,2,4,3,2,695.0,6,0.0,297.0,992.0,0,1,1022,1032,0,2054,1.0,0.0,2,1,3,1,2,7,6,1,5,2000.0,2,2.0,390.0,5,5,2,24,48,0,0,0,0,3,4,0,7,2009,0,0,0.29939516129032256,3046.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,244000
20,75.0,7388,1,1,3,3,0,2,5,6,1959,2002,0,8,8,0.0,3,4,1,4,4,3,5,405.0,6,0.0,658.0,1063.0,2,1,1327,0,0,1327,1.0,0.0,1,0,3,1,2,7,6,0,3,1974.0,3,2.0,624.0,5,5,2,0,0,0,0,0,0,3,4,0,7,2007,1,43,0.6190028222013171,2390.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,150750
20,85.0,6853,1,1,0,3,0,2,8,5,2001,2002,0,12,13,136.0,2,4,2,0,4,3,2,1005.0,6,0.0,262.0,1267.0,0,1,1296,0,0,1296,1.0,0.0,2,0,2,1,2,6,6,0,3,2001.0,0,2.0,471.0,5,5,2,192,25,0,0,0,0,3,4,0,6,2009,1,1,0.2067876874506709,2563.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,220000
20,78.0,10335,1,1,0,3,0,2,5,6,1968,1993,0,9,10,0.0,3,4,1,4,4,3,5,570.0,6,0.0,891.0,1461.0,2,1,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,2,1,5,1968.0,2,2.0,440.0,5,5,2,0,96,180,0,0,0,3,2,0,7,2006,1,25,0.6098562628336756,3182.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180000
20,80.0,10400,1,1,3,3,0,2,7,6,1970,1970,0,9,10,288.0,3,4,2,4,4,3,6,0.0,6,0.0,1304.0,1304.0,2,1,1682,0,0,1682,0.0,0.0,2,0,3,1,3,7,6,1,2,1970.0,3,2.0,530.0,5,5,2,98,0,0,0,0,0,3,2,0,5,2008,0,0,1.0,2986.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,174000
20,73.0,10355,1,1,0,3,0,2,5,5,1967,1967,0,8,8,196.0,3,4,1,4,4,3,1,695.0,6,0.0,519.0,1214.0,4,1,1214,0,0,1214,0.0,0.0,2,0,3,1,3,5,6,1,1,1967.0,2,1.0,318.0,5,5,2,0,111,0,0,0,0,3,4,0,7,2007,0,0,0.42751235584843494,2428.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,143000
90,82.0,11070,1,1,3,3,0,2,7,5,1988,1989,0,12,13,70.0,3,4,1,4,4,3,6,0.0,6,0.0,1907.0,1907.0,2,1,1959,0,0,1959,0.0,0.0,3,0,5,2,3,9,6,0,3,1989.0,3,3.0,766.0,5,5,2,0,0,0,0,0,0,3,4,0,7,2006,1,1,1.0,3866.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,171000
60,73.0,9066,1,1,0,3,0,5,8,5,1999,2000,0,12,13,320.0,2,4,2,2,4,2,2,668.0,6,0.0,336.0,1004.0,0,1,1004,848,0,1852,0.0,0.0,2,1,3,1,2,7,6,2,5,1999.0,0,3.0,660.0,5,5,2,224,106,0,0,0,0,3,0,0,12,2008,1,1,0.3346613545816733,2856.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,230000
60,65.0,15426,1,1,0,3,0,5,6,5,1997,1997,0,12,13,0.0,3,4,2,2,4,3,2,821.0,6,0.0,107.0,928.0,0,1,928,836,0,1764,1.0,0.0,2,1,3,1,2,7,6,0,3,1997.0,2,2.0,470.0,5,5,2,276,99,0,0,0,0,3,2,0,8,2009,0,0,0.11530172413793104,2692.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,231500
20,70.0,10500,1,1,3,3,0,2,4,5,1971,1971,0,6,6,0.0,3,4,1,4,4,3,0,432.0,6,0.0,432.0,864.0,4,1,864,0,0,864,0.0,0.0,1,0,3,1,3,5,6,1,4,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,4,0,4,2010,0,0,0.5,1728.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,115000
